business_id,varieties,ambience,management,service,value
eUuKXhloFVHdQsLdodcLbw,273,170,160,65,12
eV-5b1Bjtnn-QePN3t3taQ,140,82,94,37,4
EvE23d1PSbfGWe7EA5HRBQ,225,154,158,52,7
EVlKBiHSr2ZUk9GsWwW_Yw,73,45,42,15,1
EvxTD0ETbbFbFjUMWhHbIw,175,122,136,47,8
EWbNTPW0co_X4lZRB-QTLQ,240,150,146,57,17
ewIXHLlaIfp9U3NrsgilVw,38,32,39,12,4
EwxhzR-VghhMsRObXLMitw,165,139,129,43,10
eY98EH_PHGnJVaJ7t2UpoQ,38,25,29,4,4
EyhI_N2JvQQgBypBJAT3tw,73,51,53,23,3
eYJcI9cI6-kJ2NQpYdHcLw,358,220,244,69,12
EyoTq9dd4oKXhXND_imOzA,43,34,41,14,1
EZ4TljJvGenxrkM4JsqtZg,231,186,162,63,10
eZcCFV-8X91ZSnmB9807bw,395,260,278,95,13
EZQESVzkOPs7LwCHVC3Szg,230,129,149,46,7
EzvQSacRpQhFU_p8NgiVJw,106,65,70,23,4
f_eiOrEcMnkHB7GvQVOHkQ,426,281,284,106,28
f0160VdQERs6Y6Aq-Chvfw,66,44,37,22,3
F06m2yQSPHIrb1IT7heYeQ,58,37,37,17,2
F0QPkgrcXx1xBxXT7Htuhg,36,28,16,6,0
f1MBECpqcyvR6sMARKrr_w,42,24,30,10,2
f1ZKauu7dCB6iplmKqplAQ,168,144,127,53,7
F2HKV9oJhnIKQ-M4Gt4Ftg,183,107,111,58,8
F3oDNZGUJBIHHy4wQ5jRGw,50,32,38,13,1
f-4N8MXGy_ifyGtfZrh6SQ,34,31,24,8,2
f4vb5tv60WaBcwzRhKpANA,64,44,47,20,1
f4x1YBxkLrZg652xt2KR5g,3158,2143,2247,829,143
F5BCXUpQpCRPeFmWnQmSJA,81,58,75,20,6
F5jwXCeAqHzs-c87sps5gg,41,30,31,10,3
F6p_k-Q6W_kkAb-s_a0Omw,100,86,77,26,2
f9cIbhLyBz_qTEfMLfwrrQ,86,45,60,20,3
f9sU31meK0bqAD7922sCog,603,390,439,155,23
FAiZp6pLY5l9JITMQPASbg,132,71,98,31,6
fAlKTsfsUF6A5iujEI2Z1w,363,230,261,98,16
fAo-3jt3oD69nwnr5M6FLQ,164,116,124,45,11
faPVqws-x-5k2CQKDNtHxw,2035,1368,1398,541,109
fb3ygmKzuhQx-ONlUJimtg,46,27,22,14,2
fB4cb6uvz-QngtYP0fbfAw,73,53,53,22,1
FB4qtiB4--kt_PqPSowJTA,91,63,60,24,3
FCP5hYaTtn6dkpmZ_NTvEw,111,79,78,17,3
fcUZ0HlaO1bMW26tzQZVOQ,47,25,35,11,5
fcWkZgmzRsm3H4egzSrV_A,298,190,192,72,17
FcZY7a7qgxTUlTvwuyJnQ,156,92,90,31,12
Fe699lNnpiZIGjgmuQahXA,47,29,34,11,4
FfG8twx5K18y268Gp4dSKA,187,123,135,35,10
FFolUMaFqs8vdu9ybE4-IA,79,53,58,18,4
fg9Pwv9jDwZz0L02nJtGVA,54,33,33,5,2
fgA9aoU0gNK80hhXhiUpSQ,55,35,37,17,3
FhIeCF6QrsLaRvAeu0oEPQ,262,157,193,74,16
fHM09_y3QX3n4a_bIFbk_w,658,441,483,161,25
fHo_ycJ1OQ_H7DyctJhr6A,49,28,34,18,2
FhVYpbvE8IQeUHAcwPPIXg,81,70,69,26,8
Fi-2ruy5x600SX4avnrFuA,1053,657,744,263,60
FiW6w5nmhlUoJAyNofb4jg,33,25,26,8,1
Fj0zObYm5McHcbtE6MSU0A,52,28,23,10,1
fJVrLAFaqcvzt1QAw12Uxw,49,35,36,9,3
Fkj8vJocYilePMZv2y54WA,63,43,53,16,3
fl-K_oLD_I5J6h-gLL7FkQ,28,20,31,6,4
FLMxWQO-ckCQmGZhU9OQgw,768,495,546,191,35
FMnH5WIRLyexBYMBUUnDxQ,553,344,381,132,18
FMo1PJTUV5OpyiZlnTM1Rg,115,79,82,28,4
fmVKBldrSIgFPKigYcu1Uw,117,89,74,24,4
FNe5PPA9pyj8FjcDefCBpg,518,332,364,123,20
fnIYKuME5bdxjifvHbP45Q,53,32,35,9,5
FNquqGseSCVMWo7KbK-Tg,70,53,49,24,0
FooKqQJ3UnsIG2slFPuLRA,82,50,57,18,8
foQZ6guS0l49trURKh7vlA,317,207,194,70,6
fP4sMlVw_MvyGNv4xeTGDA,135,95,92,27,3
FpLv8vFi-83wqvQqWtKKJw,71,67,56,26,1
fpM-O9Ul62xizBq9YNO_tQ,117,72,89,20,2
FqA7ofYWGVHnAIF4jjznHA,46,23,30,7,4
FQB3VXrWYM_m_XrzwRozAg,352,250,251,94,9
FqJ1SWEBhgVl66FrcsovOQ,40,34,39,10,4
fQt4D34vcJNtEf8Q4zte3w,885,587,613,219,36
FqXwm6UpihHY7Ha-pr4y6Q,151,109,100,42,8
FS0SA_ysgXsQEe6aCaIrKQ,48,34,36,11,1
FSnqO-YWUdRb0Xc95nXbvw,296,166,188,72,12
fTtkz2RhWNAp6jKiIzXf_A,204,135,128,52,6
fUKi8LlQhzsGntuZjfvLWg,143,85,101,40,9
FuNMqkKUGzDnX4XJcJee4Q,56,36,40,10,4
fuW-VCynECpKukrm-9nxdg,483,282,331,121,23
Fv4EXwV30rwGD2NzN1ekgA,253,163,196,72,15
FvVSy2r7_zDEhZWqLgjXNQ,595,367,416,147,30
FW_zg6VuyW5v_vM394gWAw,80,47,52,26,3
fW7SHgmidc32kHSoyLTM2A,308,210,201,81,20
fWEfX14W2_7GDOJBSQQU9Q,48,37,39,13,1
fwZzpkSH4ZOJGzDzI2rSaQ,44,31,32,9,3
FXiPQQGr_2bwlJ4wOrW2eA,49,41,44,18,1
fxoKYMF5V87rea7Os368Qg,54,37,39,13,8
fXSOxjL7FP_sVew1gXnOIw,158,113,120,59,11
fxuUGJ6si0QxcRKn_KNkEA,53,36,39,11,2
Fy4t2XHIRKwMk_ocCZze0Q,288,187,193,74,11
FykLjv4tIq618q8F2pvTKg,113,66,74,18,4
FYqFfaxVRW6pdviONXIoDw,228,138,174,74,15
FzvFBy5_qsoOz99w_AAD4w,158,95,104,32,9
FzY2g1J5IoMGmUDaw4ppFw,36,25,24,9,2
G03yt8WuN1v0bCD8mvoDiA,63,30,33,11,3
G1mPdGpIEr4UequrK94LNA,44,34,36,11,3
G4hjhtA_wQ-tSOGpgGlDjw,161,100,118,42,8
G58YATMKnn-M-RUDWg3lxw,69,54,40,17,5
G5iz09NiHOtAcxAAcMCXzA,106,62,75,29,4
G-5kEa6E6PD5fkBRuA7k9Q,1639,1068,1169,403,80
G5or_Fra4-6IYOVlm_dI2Q,341,234,248,94,11
g62SlImzhs6_1t-knPjd8w,351,225,262,90,19
G64LZzcDOBzR55jn2yRKYw,59,51,47,11,1
G6BwYw_0_atLPTzI1uokIA,448,296,290,114,24
G8LBVca1vOBKYeMCMpajGA,38,27,32,12,2
g8OnV26ywJlZpezdBnOWUQ,1846,1188,1306,510,81
g8oxQ1Ji9mr9PMjhEfaWSg,456,286,351,128,29
g9IeZKQl0TamGI8772vYAQ,53,44,34,10,1
g9iIBuh-g4ld3w3kUWLMqw,88,70,62,23,2
G9OOkWH5rLHN3DKNPMv1lg,41,28,28,12,1
G9-OvE0PBQtDZmnGEB3HEQ,43,40,35,11,5
Gaq3S9lmjXVcuDCZ8ulppw,738,497,492,180,25
gBfPyzPRmeOaj3SdcIj0Rw,634,464,474,175,30
gBQH64vIkA-kIDFGM290dw,95,54,63,22,3
gBy6UXTpoSHhW6qd15XU0g,124,96,74,35,4
gc_GGat7TgNCmrgc4nVOgw,116,110,105,36,4
GC5wcui5uejRZTi8OCNPkQ,158,105,103,36,6
gCFf_GFUjgCSVcUe9yrphA,51,56,38,9,4
Gd2OE3FIWzv5boI99bM6Iw,92,66,73,22,4
gdb4gmSI5eJcuXLZ3BfgtA,99,66,71,24,9
Gdv3qhsDeQzZ2Ag-Tzq6vA,170,128,112,33,9
gdWy-x5KbCbMrwIwI87mMg,317,196,227,86,13
gDyOfw49K5Sr4-vKVVwDfA,49,21,17,9,1
gf68voXoY4LqSC_7Qq5t9A,124,97,91,33,6
GfoCqO0yYiXxTjkyDvSeSw,57,33,34,18,2
gg0zeYKlmvk_rScipyOyKw,42,28,26,8,4
gGeuQKUBP7zAz2YTqpHHCw,43,42,34,16,1
Gh1BoQNMGkh91pSHqvDRAA,237,163,164,60,12
gh6__q2WXFuyN8gt6VAnWw,101,85,61,24,3
ghDNHpqETRJGxG5iUtaZtw,350,219,230,86,15
gHq85iAANw1eIOVzkzRrpg,261,183,195,71,17
ghVhlFpNhfBwWDFGSlt2JA,360,231,245,92,22
GI1F8a__wktcfj6YVjTqAA,93,45,56,20,4
GI-CAiZ_Gg3h21PwrANB4Q,798,553,556,192,32
GJ_bXUPv672YwNg4TneJog,912,602,645,239,46
GjbF1ZEbIpC2KqUbZ7KQWQ,56,33,40,15,1
GJBLjDkfJ4tvkpAjDeCikA,79,46,51,20,7
gJm6XxUQ7uHlrh8Y8fRiuw,99,61,66,30,9
gK_8-iwivfBEuouSWyzMBQ,99,75,69,23,9
GKCX2DlxkbwY2DUu44u4rA,40,24,26,5,2
gKFDJ9IpFxt95DHxTN7ZHw,53,33,31,18,1
GkRF8rSvh9cOQuuPeDh9bg,231,172,160,55,15
gkxcnkbrQfEWqyiOah0yoA,114,71,84,33,8
glkEaoxbewiSMBiXs945JA,266,175,173,69,14
glTBzDHv9wNhEsZa4bQrOA,107,60,72,29,3
gm8BAH6eZrDkJv0CCas0Bg,41,39,24,14,3
GMBvBDKgOT51xDTpGVphBw,80,56,52,17,5
GmGvbDABaGvcKe_jIDvq6w,55,47,45,9,2
Gml97gSULiA6HFjie01d3Q,170,111,119,40,9
GMrwDXRlAZU2zj5nH6l4vQ,269,192,197,76,13
gMUAn6xcuE-TbY1seFw_Ww,107,70,70,22,5
gNhxs9nPUSkVBSSIRQOgaA,93,54,57,27,5
gO_z_5FQVHLCiJjOsfE1fg,412,236,274,103,19
gOOc6MDdhw7fV0Tf30mfAQ,262,184,171,65,14
gOOfBSBZlffCkQ7dr7cpdw,354,200,242,94,13
GpzQY2XLo5A35Cf8-Mjazg,113,62,85,30,7
gqcJHVFCPeBRGnDf8bFzMw,158,98,93,44,7
gqdqnFg2lYeSyS20q2ZK_Q,294,198,190,80,19
gRdBkmXdRqUzDMkcMtt7rQ,41,24,25,9,2
grlL6zmHBOer9rPycsRhBA,277,183,175,80,14
gS0CcaNcmiU18nLqqELhUQ,62,41,44,16,4
GscGQdN5p48OfiNXr4QKsw,61,56,50,20,0
gSR9bmBa0HacSuMX5BIAxg,65,42,45,15,3
Gt4z3AylNTsEPDkzkaC7HA,541,362,380,134,30
gtB-1QxTscdPj78UE5sWuQ,153,99,115,46,14
gtffarZ2Y_rLfCegMg-nqw,44,30,27,11,3
GTR39A2jwNIS_NV8q2r_JA,458,293,324,108,20
gtVPsVK83JkeyrN1C1ozeQ,39,29,21,4,3
gTw6PENNGl68ZPUpYWP50A,524,345,382,134,25
GU0zNpgisY-pV3U2Sfdp6A,85,71,69,28,2
GU7ww3eoGTcXAze8VJtC7g,75,51,62,26,6
GUaPe4gw5KhihfPPqhtSIA,96,54,53,26,1
gV63aLTQ06Nff0GzJ0tcUA,269,161,203,74,18
GwKFPfQA5kYcVSnPBpjtzg,43,26,29,10,1
GWNmYFQw3WitfTPt5uGMvQ,59,40,47,17,2
gwwVVeWXlEfwATjp2cGzuA,96,63,69,23,6
gwYt_q3Ob7aQJIefIBsZiQ,149,99,107,38,11
gx2yPrOJSwF1ApJYdGBWIw,878,574,632,243,51
GXDRFAunLh0aRao6ERnM4A,69,28,40,22,5
GY5v_jZFuFGRyqqY4xEN7g,73,46,47,10,2
Gyrez6K8f1AyR7dzW9fvAw,283,177,192,65,12
gZBhQmqZy9aIq3HID8Vjkw,136,93,99,34,8
GzBIAjAMHD9iVZK8BT6XMw,149,91,103,38,9
GZONBn0K1yp2aaD-l8debQ,280,174,207,67,10
H_CKS6wY2_uFWJrHhCZBMA,53,30,39,18,3
H_eO04NZAQIDcbtFQ4BUag,156,85,110,30,5
H_FkQxifSo13B2FWjhp36g,378,258,283,94,19
h_g5HV6Fw2rinZ3xqFwygw,201,137,149,56,16
H-05-lRUJDUNDgYgaw7bXA,86,46,65,21,5
h19bR52xQ9fQWGMTSbjnbw,95,59,71,18,7
H1ZlF8EkvE5PW_-1BP0nTg,38,29,30,12,2
h3BoyKFgStjnBeKO-wLmIg,52,33,24,9,2
h4Q-uSoOIhMoIsOhat6l3A,284,169,175,65,12
h5a8aJ_Pd71JzUGFA-IaAg,136,66,96,40,9
h5qBxa_L-pIdNSOBQxTNGQ,111,72,88,26,7
H5Y6o9H4rtxbHJFgLqI6Fw,102,77,73,23,7
h7vh4Ai3-W4e1sMKhJUNQw,42,28,25,10,3
h8mj8eJs-i3dGDuUlYrLLQ,48,29,31,10,1
H8qlBw1YaxMsItfz25-AyA,194,114,127,50,12
H8qpFitIesth86zqR4cwYg,763,527,529,193,50
H8umkLwMkM0vP5B8oPiozQ,103,78,72,22,3
h9r-Uif_y0b6x80IJFzXLA,57,42,46,15,1
haa0u6VwTWBXbIW0mxlSGw,39,28,26,8,3
HAjZ4ZJrJqtVVyilMYQZzQ,38,31,26,11,2
hAKz92Nyvyh05qIE6wpWHg,109,75,62,30,6
HaPwC4nxs6RPfe1pAQkQ4A,229,142,149,55,8
hbuVhfMb8r3kVNZ-thX16g,53,39,42,19,0
hCsJv234v62MgdsUU1j8dQ,148,103,120,40,14
HD4JDFoc_htq5VYESJT8gw,72,55,63,17,2
hDL3Q-GNQlOuE04_zWEMJA,207,136,137,47,20
hDyc9DdjGldhxis5E1rd3w,185,135,128,54,4
hdZ_4Vd9opGm5UajNUuhwA,70,45,56,14,4
HFEkIohUqGIudgqbHiK1uA,182,127,125,45,12
hFT3HuxVZJb1uYEsYfp-0A,37,26,24,9,5
HfuIfYB_CxMAAJiEnxDl9w,253,170,164,73,10
HfxMovSXJZVqL514iUD02g,54,25,31,7,3
HgdFqAvK31fB9sgBdOzo9g,648,458,486,182,27
hgeXEGD9lRX4ohj7afSJnw,152,109,113,37,8
HGitzBs7x_fUvdTtrTacXg,56,40,31,15,2
hgQOESYp7CF4LnNI90XEiw,161,101,123,38,7
hHe1mFDxxrtejXHfiysJJg,185,123,134,46,12
hh-N1r9O1JpvzGw1mp0bKw,182,106,128,33,8
HhVmDybpU7L50Kb5A0jXTg,1821,1190,1265,485,64
hihud--QRriCYZw1zZvW4g,1929,1276,1394,486,100
hImWJjaB0hvWQ7tlxGYMMw,47,26,31,10,2
hIUKufhwR6Ifn7bi0-phLA,688,461,507,186,24
hiydLAE7gWotTslBJYENrg,46,36,39,5,4
HJ6SjCczEIYQr9hR2lv00A,60,30,46,17,2
HJh47HQiP75ePRGg_RawaA,49,23,25,11,4
hkeHIe-JaUK5S5dUHgrBbA,97,65,65,26,10
HKKRiQhMbz4IRqYwTZGcwA,54,32,33,13,4
hkpP3kY_x_zVpVz8gQ0ErA,46,23,24,12,3
hl6s4hGsJDcRhHIWrSM-UA,163,95,100,41,8
hm5Tgbj-IWQqe-ImqnBaNg,51,29,31,16,3
HmeRzfULqmvcx_3TRe_tBw,49,26,33,12,1
HmsCerK_rub0Ulo0aC0f9A,268,160,191,69,7
HMSDOjt_KCyknzjQ9aI5Jw,107,68,88,26,9
HnbkGxUs7oWKYDeB-Pk82Q,243,131,159,50,16
HnQVDNGFWOS5zle0dhpOkw,45,38,34,11,3
HnsGCps7TY3vnC7u4xVEew,40,22,23,9,2
HojKatUfX4UHWaPqtl63NQ,120,80,83,24,3
hojZyJk1Wf2UE2CpG7cgIg,240,154,163,73,8
HoKXKkW8oC9q8XnjKLulRw,287,184,193,67,18
HOlDxrYqfoJrVq2Eo-_LKQ,75,40,50,15,4
hPclwunHi36YV8cPghWJBg,217,147,161,53,5
HPIuW67C3FJrTsPs9RCkuA,44,27,31,14,2
HPLB1Tr8ZB5UkD-2umKPdA,344,249,243,90,19
hQ4IGBbdDcCUh11zUSzwCQ,221,143,157,60,19
HQcel0uvg7N7KfhHJChfSQ,607,425,432,143,39
hqvqLihniz0ynit9c36JHg,382,241,258,105,26
Hr-3nCQLKOYN6qTLtbOmcg,63,42,43,20,2
hrNIDao4XnOhrv7aaFehTg,113,61,66,24,3
hroo5nOO8b9QhHX0GLg7oA,484,323,342,138,25
hRQS8y-uG2kc8miWVYiLuQ,516,316,357,142,31
hrub8NmZuJM-5vO6Rx6P-Q,53,31,32,11,3
hRZadfm7OEOzk0qjuk8BXg,218,143,161,50,14
HsEStDB_LB6x0LuXQ6LP4A,206,130,136,59,10
Hsn3CYnTsrQ2nJzTKefDQA,102,78,83,31,7
HsrEbWCg8K06pUhx469uSw,75,62,58,19,4
HSumjjzNb_gltxMe4-zd5w,43,36,35,15,2
hT86CbF0p75wKqgAEbWVrA,99,63,74,23,5
ht9Z_l_Eq4vx-SFsltVlaQ,53,36,34,12,2
hU7z5Jtl57RIODS0hPg9Ug,121,79,82,26,4
hubbaEcYPYEZu5Ziz6i0lw,85,50,66,28,4
huOCKRwDvNqGX3KSzYawbw,112,83,92,29,8
HUWLnKD5LSZY134amUO2Rg,162,80,110,39,10
HUwzarG0givckxXWTF5lIQ,120,71,65,26,6
hV4j36jlyeBwTW_9uQiTjQ,92,59,62,23,8
HVFKw_1abKVGYscxYKlKYA,84,71,66,20,7
HWl2EbZhkhAkFgqt44yUkA,476,341,346,126,31
H-WYHSzXPWS9Avj0W6SRpg,211,157,139,65,13
hx-oJMNnweYqE5ybU8aiSg,40,40,33,7,3
hXY9Yq0nOLgHsWLbjam--A,94,67,57,22,5
HY1qcwlWLkH2_4dIWjCmQQ,55,29,35,12,4
hy1TkGNnDuHfUHf_7kUqRw,38,26,31,13,1
HYKTKG3X7jtLe6elxp63JQ,254,165,174,64,10
HyKxWC9PrqlODjO-CBCIZA,189,141,148,48,9
HykZIiaHS35N2c5_QHoClA,51,46,49,20,3
HyoPFfBHLK0lKVHWEdFpvQ,52,38,40,14,3
hYX0z2C6Th5XmcrKOP31fQ,234,139,145,59,10
hZAxcfDnLOkFY6G5ofI2RQ,127,101,82,33,5
hZDNYOfZnVp10pFsycr8rg,76,52,51,14,5
HzGRl7ERUjPpBA_rOT3E-w,43,29,19,10,1
hzQQ8tbXThpp0k5E_y1Dw,44,37,28,13,4
I1gRYCt2exnOMsTr-lEJVA,241,181,150,53,4
I22wQGTkLFGn6jTOhwoecQ,70,53,41,11,1
I2eDD2DK0TjgntEK0KzIbg,73,46,45,19,1
i3mZIwNi1EiJ7-1A8amoyw,180,118,140,52,16
I4Nr-MVc26qWr08-S3Q1ow,182,117,136,51,6
i53HvxUdQEMllZ1XmpjjyA,215,145,155,54,11
I5RoKagQjGYCWgY4_fK_rQ,109,72,89,26,7
I5TnTKHzJuLA0YLZPGCNwQ,67,55,43,20,2
I6EDDi4-Eq_XlFghcDCUhw,1370,930,1012,395,67
I6qFvR-jVDGqDD_iVG38ng,144,100,97,34,5
I6u-OhmI_IUltexEOSCKzg,127,88,101,36,8
i7__R4dmGUayzNB939Zm0A,104,63,71,26,6
I8j1gHLKNJVN4dNVUOsedw,122,95,118,37,13
i9mqSffakkmhtR_iyBnhnQ,45,36,39,13,2
Ia1JlEo7UUyZtmqRe1K1Pw,135,101,97,47,9
iA8Ve2sZKN5Vz3mYKrtCaQ,475,306,347,148,19
iACo0RlJN6PGJez9oaK-tA,69,39,52,20,7
iAu8s96GKQ73Xe7j_2GyCQ,152,103,103,44,12
IB8zLlGraOg9LU7qQVLPyg,414,281,290,115,21
IbiPt7jzF8Wsu82nHXaJPA,62,39,43,20,4
iBlQvqiy5Rg2h-y9TS1yOA,200,115,136,57,18
IBNWrN1k9E0E_bMcRD-GwA,45,22,29,10,2
IcOvxejpd5FLFIkj20Opqg,78,57,41,17,5
iCQpiavjjPzJ5_3gPD5Ebg,2429,1598,1669,616,126
IcRLhuxPHnyxW8bJ2llueQ,56,29,29,12,1
icsmeOong1Ac5AcwKKuqgQ,49,30,29,8,4
ID5wWJ9C7G0hfbQilvlfxA,369,238,256,106,22
iDXsNMPRGv_YIU-DJ2BouQ,49,27,32,10,4
IEJFia0wQX7UezfXsenI5g,37,32,29,7,0
iFCz-xI7CV98fcaB4Chh3g,204,120,143,58,9
ifEHr-ZnGFSKgJVsywiAFg,54,29,29,14,4
IFvBnwcWJ54BgMzVnCxIrQ,67,37,44,17,2
igHYkXZMLAc9UdV5VnR_AA,1442,918,996,371,85
igU-mCXzyn-gmwSzJgeMEQ,125,75,73,32,7
Ih5Q1cNDLchhi1FqqTwrag,77,45,60,18,2
iH6heFdMwPXk9GIO6PwUvA,236,157,182,75,11
IhNASEZ3XnBHmuuVnWdIwA,848,565,562,206,49
iHo_6xcSj3TvHc8cTU__uA,44,20,23,15,3
iI3jcwudiZYMVUeRPy-DwQ,137,93,101,31,6
IImZFNzX4cP84rFsyb-9mQ,254,182,204,85,12
iiVeHbqOWMuKeUQz7ks71A,82,60,71,35,5
iIwKW2cBAxjElE8eUzjwqA,690,472,480,194,57
iIwMJdDuExGrOqkSAyPb9A,63,35,45,14,6
iJ4uoZkPNJ39Vfh0HirI3w,185,125,143,52,14
ij7p-hbzxWCPTCj9HA8iwA,59,42,48,13,0
ijg7qQCYnhUWBd5JUxbfvA,224,155,135,52,8
I-KFzdnJcqbUHOAdO2I7Ig,126,88,100,37,5
IkI9yPjx-MRYh-Jh-LqIiQ,53,30,26,11,3
IkMwuS3eViVHK09npuG1jQ,41,28,28,14,3
il0h5UFgcLiqEw8C6OOmtQ,193,111,131,52,12
iL2-xJ4-eMsJk88PsbivbQ,184,132,110,46,10
ilCufjKjeswCLyIrCtuqQ,85,64,69,27,7
iLlPXAA6NYTgWaG4DgCNEA,60,44,33,14,2
IMLrj2klosTFvPRLv56cng,818,589,640,225,42
iNKMTWEZ-uuXzCbPsAv-kQ,181,111,129,49,6
inuW6Gl02Mf8G5RRk39_lw,115,77,69,30,4
INzLc1Y0JNQzIHjPH2Nbeg,119,95,100,27,6
IO3iTBH0rX-G7E7wAreRSQ,74,49,58,17,1
IOEGLxXwCNiq4P-U359D7Q,274,179,198,67,16
Ipkl7KtlqxCe8bMMkwHwPQ,171,122,115,43,9
iPM85PQMs7QoAxw-Og9ChQ,116,71,85,30,8
iPM8BXV6vEVEci8ttsOObQ,198,134,145,54,12
IqCvkoDvvImXuzGrpeiDMA,325,215,229,82,19
IQnUxhO7oieEP7-5ZVJ4uA,76,53,56,20,2
IRbgMt0cVuzK1KSppU16_Q,285,191,221,71,10
iRFaq249LVEFGeXLzPULnQ,79,50,48,17,6
irt97q32ROIgQJOEqseebQ,45,32,36,14,3
iRwT2pBa87Y54q8nqfNAzw,262,166,193,72,17
IRzXVRIzRoYpnjaVXF3vNA,385,273,273,110,13
I-SRnzhQb0WU-2HrZ8u3qA,68,40,46,9,3
iSvYimxtJTiyXX1QCQr0Xw,85,51,59,22,4
isw3cS3hOKdKeBgi3lF3-A,137,78,93,37,10
IT_4EEIbv6Ox1jBRMyE7pg,744,548,525,183,28
ItqPtxnayraXSlBS0EMOgg,559,388,372,171,30
IUe5DI53ZH2_U8B0PKJ5sw,44,18,34,9,1
iUg-giEl5nINQoc6yau5yQ,126,102,84,30,5
iUQ5hZGhwrg-WPICcbo4IA,44,46,32,7,1
IuSx68tb7iZa-aAeknXp8A,122,95,71,21,12
IV2CLIAAvF40lIFsu0BJtg,51,49,37,17,0
Iv5lyi_ule9sNIOncmusIw,80,61,52,22,3
IVnGPHdTyu_GbLo9mXj98w,296,203,223,82,8
iw1WJt3wl6-NquZGKVamLw,59,46,51,17,5
iw9p7E4bMe1YW-APcFGjgQ,293,177,191,71,16
IWN2heYitkg-D4UdqfxcMA,1303,871,957,361,51
iWox6NQVA76eH61toMhxfA,44,39,37,9,2
IWsoxH7mLJTTpU5MmWY4w,439,349,320,120,38
iX2c4IzH_L5F6FM5GD3SUQ,154,92,95,43,14
ixAh9crILnJ9tM8LhWFhkw,442,303,303,97,17
IyrDnrvUKpndj5zIv1KvGQ,150,103,101,35,9
IZivKqtHyz4-ts8KsnvMrA,702,511,530,194,39
j00iBr6uYnwgFs_J5y9f0w,134,98,101,35,8
J1MVP1oGbBnKVqriX4HDuQ,65,37,37,15,5
j2w6wlRmlaZaaErQus8ElQ,168,98,116,36,7
J4CATH00YZrq8Bne2S4_cw,789,525,536,200,55
j4F5LtyQ3_dKLJbIEkwFpQ,120,67,70,33,8
j5nPiTwWEFr-VsePew7Sjg,814,566,562,213,39
J5ylw6DXGmQ6hM06Ne3XHw,48,31,50,10,7
J7EUrh1q3lgENaoTrHZl_w,29,29,22,9,2
j7HO1YeMQGYo3KibMXZ5vg,51,36,46,13,6
J7KlrDFrriWoRkIUVNRPbg,97,61,67,19,2
J8_AGg7Pb6s4B75MHBMEUQ,122,91,90,38,10
jaqQNaCH-xtdr6uH0MFnWw,59,44,37,14,1
jaSowNITPRRCYpPb3_pjdA,172,118,124,42,12
jbbFSVdIrac2QBuSV-NBLw,128,91,87,37,3
jBh399TajGcH28Zo2J1pHw,307,218,226,84,14
JbopSXzZIy7id23GJsO9pA,113,92,67,32,1
jBs2HmEOkqCvdHNnw3N-og,229,132,145,54,13
JcFyuyo0Rt6gDiVZ9yJ3VQ,276,199,194,70,15
jCNBZnkIFv_0omLVTgNR6Q,306,180,197,72,11
jCR-xC4NqoEajjmstqX8sA,189,137,140,65,11
jdAdf7keZac1idbgNKG2pw,72,47,51,12,5
JdoBiBRgeS_KKaNaU1sofA,45,27,28,11,8
JDZ6_yycNQFTpUZzLIKHUg,1559,1052,1003,373,80
jfmyj519pg2flxGEQ2xdPg,273,197,200,76,10
JfncbVURtvuzBbof40o1w,69,52,54,26,9
JFVxwdVQfX207554dx1nw,84,52,53,20,5
jG0m1-899xwYY3IXpTRRCQ,100,71,85,22,2
jgC4ktSSEEsFT6AmekbvsQ,68,36,46,14,1
JgkfjCL1NfMBC_M_hax_3Q,84,67,53,28,3
jgtEoeE2uoA27J_UvbE20g,63,48,48,17,3
jgtWfJCJZty_Nctqpdtp3g,263,165,186,70,15
jhjmgnCYsTpIe-XOMZR-vA,47,32,33,14,0
JHN09M-CRTGln2rRnS9hWw,40,31,30,9,3
JhQvfo_WfX10TG9_7VO14g,36,22,20,7,3
JhRxDdmZSGDG_u7cGxaYrw,120,99,91,27,5
JIfSollg32ifUzTw2K4PDQ,99,61,67,18,6
JijwZPUuFqQqUekNR--dfw,110,65,68,22,5
jJ2ca6wqp_YwTsdAWzplkQ,53,39,40,11,4
JJAwT9R6Fp2yyWHtWFA8uQ,502,318,355,117,34
JjjlhlQ2LEaQMuAug4fDIA,154,107,121,43,13
JJpoHl5mxJHwbaix71mfyg,76,45,44,10,1
Jjwa-WCK73efAwVZRksWSw,89,62,56,18,8
JKTMgelIQ-VHn7SL5nyiWA,101,69,76,32,8
Jl6_g-pZD5aQGg2y87myeQ,54,51,34,17,3
jLHE095dxq83qNVNndqUFQ,55,45,44,13,1
jlpseJr1CS8aCMieENkQ8g,62,30,31,11,2
jLTJw1Gm9Q9KG-iS2PWkpA,39,45,31,10,2
jLxeBgWhLRbII2ACkgH1Sg,353,220,262,88,17
JMwwxARF34aR1aq7hzpiJQ,54,41,33,13,3
jmyvOW6G2T1fIePvajB4nQ,221,126,160,73,8
jnroKk9qi0FR2bFSkxYZNg,89,54,60,26,6
JNyho2P0jSk-0T30T3A0OQ,83,53,46,19,4
jovBGZAYjGRusbKPnePufA,72,54,49,23,1
JPfi__QJAaRzmfh5aOyFEw,591,392,351,153,34
JpPguWEzvNATjUJ48xCj8g,57,41,32,9,3
